3.3823617e-2,2.086369e-3,-1.7024297e-2
5.072291e-2,2.0848252e-3,-1.70117e-2
6.76072e-2,2.0826645e-3,-1.6994067e-2
8.447147e-2,2.0798873e-3,-1.6971407e-2
0.10131075,2.0764945e-3,-1.6943723e-2
0.11812005,2.0724875e-3,-1.6911028e-2
0.13489443,2.0678672e-3,-1.6873326e-2
0.15162884,2.0626348e-3,-1.683063e-2
0.16831839,2.0567921e-3,-1.6782956e-2
0.18495817,2.050341e-3,-1.6730314e-2
0.20154318,2.0432828e-3,-1.6672723e-2
0.21806857,2.0356202e-3,-1.6610196e-2
0.2345294,2.0273554e-3,-1.6542757e-2
0.25092086,2.0184903e-3,-1.6470421e-2
0.26723808,2.0090279e-3,-1.639321e-2
0.28347617,1.9989712e-3,-1.631115e-2
0.29963046,1.988323e-3,-1.6224263e-2
0.31569597,1.977086e-3,-1.6132573e-2
0.33166814,1.9652646e-3,-1.603611e-2
0.34754217,1.9528611e-3,-1.5934901e-2
0.36331335,1.9398798e-3,-1.5828978e-2
0.37897697,1.9263248e-3,-1.571837e-2
0.39452845,1.9121994e-3,-1.5603112e-2
0.40996322,1.8975084e-3,-1.5483236e-2
0.42527667,1.8822559e-3,-1.5358778e-2
0.4404643,1.8664462e-3,-1.52297765e-2
0.45552152,1.8500843e-3,-1.5096266e-2
0.470444,1.833175e-3,-1.49582885e-2
0.48522717,1.8157233e-3,-1.4815888e-2
0.49986687,1.7977341e-3,-1.4669099e-2
0.51435864,1.7792128e-3,-1.4517971e-2
0.5286982,1.7601652e-3,-1.4362548e-2
0.54288125,1.7405967e-3,-1.4202873e-2
0.5569037,1.7205132e-3,-1.4038997e-2
0.5707613,1.6999206e-3,-1.3870965e-2
0.58445,1.6788249e-3,-1.3698828e-2
0.59796584,1.6572325e-3,-1.3522638e-2
0.6113047,1.6351496e-3,-1.33424485e-2
0.62446266,1.6125826e-3,-1.31583065e-2
0.63743585,1.5895386e-3,-1.2970272e-2
0.6502204,1.5660243e-3,-1.2778401e-2
0.66281253,1.5420467e-3,-1.2582748e-2
0.6752085,1.5176124e-3,-1.23833725e-2
0.6874047,1.4927294e-3,-1.2180332e-2
0.6993975,1.4674047e-3,-1.1973687e-2
0.7111833,1.4416454e-3,-1.1763498e-2
0.7227586,1.4154598e-3,-1.1549828e-2
0.73412013,1.3888554e-3,-1.1332742e-2
0.74526435,1.3618397e-3,-1.1112302e-2
0.7561881,1.3344211e-3,-1.0888573e-2
0.76688796,1.3066079e-3,-1.06616225e-2
0.777361,1.2784076e-3,-1.0431515e-2
0.787604,1.2498293e-3,-1.0198323e-2
0.79761386,1.2208812e-3,-9.962113e-3
