3.3823628e-2,-0.9016213,0.3909141
5.072293e-2,-0.90095407,0.39062482
6.7607224e-2,-0.90002024,0.39021996
8.44715e-2,-0.89882016,0.38969964
0.1013108,-0.89735395,0.38906395
0.118120104,-0.8956224,0.38831317
0.13489448,-0.8936257,0.38744748
0.1516289,-0.8913645,0.3864671
0.16831845,-0.8888396,0.38537237
0.18495823,-0.88605165,0.38416362
0.20154326,-0.88300157,0.3828412
0.21806864,-0.8796902,0.38140547
0.23452951,-0.8761184,0.37985688
0.25092092,-0.87228745,0.37819588
0.26723817,-0.86819834,0.376423
0.2834763,-0.8638523,0.3745387
0.29963052,-0.85925066,0.37254357
0.3156961,-0.85439473,0.37043822
0.33166823,-0.84928596,0.3682232
0.3475423,-0.8439259,0.36589924
0.36331344,-0.8383161,0.363467
0.37897712,-0.83245826,0.36092725
0.39452863,-0.826354,0.35828063
0.40996337,-0.8200053,0.35552806
0.42527685,-0.8134139,0.35267022
0.4404644,-0.8065818,0.34970802
0.4555217,-0.799511,0.34664237
0.47044414,-0.79220366,0.34347415
0.48522735,-0.78466195,0.34020427
0.499867,-0.77688795,0.33683375
0.5143588,-0.768884,0.33336347
0.5286983,-0.7606526,0.3297946
0.5428814,-0.75219613,0.32612815
0.5569039,-0.74351704,0.32236516
0.57076156,-0.73461795,0.3185068
0.58445024,-0.7255015,0.3145542
0.597966,-0.7161703,0.31050852
0.6113049,-0.70662725,0.30637094
0.62446284,-0.696875,0.30214268
0.63743603,-0.6869166,0.29782504
0.6502206,-0.6767549,0.29341924
0.6628127,-0.6663929,0.28892663
0.6752087,-0.6558338,0.28434852
0.68740493,-0.64508057,0.27968627
0.6993977,-0.63413644,0.27494124
0.7111835,-0.6230047,0.27011487
0.7227588,-0.61168855,0.26520854
0.7341203,-0.6001915,0.2602238
0.74526453,-0.5885168,0.255162
0.7561883,-0.57666785,0.2500247
0.7668882,-0.56464833,0.24481343
0.7773612,-0.5524617,0.2395297
0.78760415,-0.5401116,0.23417509
0.7976141,-0.52760166,0.22875117
0.80738795,-0.5149356,0.2232596
0.8169229,-0.5021172,0.21770193
0.8262161,-0.4891502,0.21207985
0.83526486,-0.47603837,0.20639499
0.8440663,-0.4627859,0.20064914
0.85261816,-0.44939625,0.19484381
0.8609176,-0.43587375,0.18898089
0.8689624,-0.42222202,0.18306194
0.87675,-0.4084456,0.17708893
0.8842782,-0.39454818,0.17106345
0.89154464,-0.3805341,0.16498742
0.89854723,-0.36640736,0.1588625
0.905284,-0.35217226,0.15269062
